run_id,iteration,archive_size,igd,gd,hypervolume,spacing,spread,population_feasibility_pct,population_diversity,front
1,11,23,0.809143,1.064625,4.981323,0.073318,0.809827,100.0000,1.214060,"[[0.03323758574227964, 2.782278249571685], [0.2493106371102196, 2.199166114279069], [0.27240657345638697, 2.148137382216375], [0.06152476330879464, 2.3568043653436557], [0.42453071479929017, 1.8061512923905387], [0.0, 2.9738217229153325], [0.0014616389773811633, 2.823327854129891], [0.7322954853949737, 1.1985430786749516], [0.6385400332231966, 1.3209112699614072], [0.6716484626293675, 1.3152285456642612], [1.0, 0.9057155981152152], [0.5132879541046691, 1.3641181978063512], [0.7819654783567715, 1.1867579421349845], [0.2859649086643429, 1.9617073612500586], [0.975498920557713, 0.9403574978505609], [0.9873884363807695, 0.9234513523491962], [0.7963002475626105, 1.0943141330833832], [0.4708738598361927, 1.6109039240970155], [0.9286739227589837, 1.008344227424676], [0.49773593810247874, 1.4173936137311576], [0.9174821315580002, 1.0470965192100112], [0.36812530801259424, 1.882480186676744], [0.687627696743269, 1.2273119753443902]]"
1,12,18,0.736530,1.096755,5.073186,0.090098,0.789957,100.0000,1.251488,"[[0.03323758574227964, 2.782278249571685], [0.2493106371102196, 2.199166114279069], [0.0, 2.9738217229153325], [0.0014616389773811633, 2.823327854129891], [0.7322954853949737, 1.1985430786749516], [0.5132879541046691, 1.3641181978063512], [0.2859649086643429, 1.9617073612500586], [0.4708738598361927, 1.6109039240970155], [0.49773593810247874, 1.4173936137311576], [0.687627696743269, 1.2273119753443902], [0.2696070121592671, 2.144312331946133], [0.03811073330172976, 2.3004118302829237], [0.3194636906245655, 1.703777810411868], [0.7868412407541183, 0.9382074628059075], [0.9662728795670676, 0.8572386586095813], [0.753114313229847, 1.154126001954787], [0.6651147499792103, 1.2571260677687053], [0.6230739224715882, 1.2660794397721988]]"
1,13,21,0.712685,1.016011,5.113399,0.061254,0.757517,100.0000,1.278521,"[[0.0, 2.9738217229153325], [0.0014616389773811633, 2.823327854129891], [0.5132879541046691, 1.3641181978063512], [0.2859649086643429, 1.9617073612500586], [0.4708738598361927, 1.6109039240970155], [0.49773593810247874, 1.4173936137311576], [0.2696070121592671, 2.144312331946133], [0.03811073330172976, 2.3004118302829237], [0.3194636906245655, 1.703777810411868], [0.7868412407541183, 0.9382074628059075], [0.6651147499792103, 1.2571260677687053], [0.6230739224715882, 1.2660794397721988], [0.2283544462719983, 2.151811280781517], [1.0, 0.80862398625956], [0.9383588201894401, 0.8219841285159238], [0.01579158767105321, 2.447266273288258], [0.8376295989597091, 0.886346203058572], [0.7407992710812146, 1.0648413499178018], [0.7305744386272852, 1.1739995950782438], [0.670663195196013, 1.1788180972859896], [0.5574331732652563, 1.3399956938751998]]"
1,14,24,0.685614,0.991448,5.149867,0.055541,0.780572,100.0000,1.280317,"[[0.0, 2.9738217229153325], [0.0014616389773811633, 2.823327854129891], [0.5132879541046691, 1.3641181978063512], [0.4708738598361927, 1.6109039240970155], [0.49773593810247874, 1.4173936137311576], [0.2696070121592671, 2.144312331946133], [0.03811073330172976, 2.3004118302829237], [0.3194636906245655, 1.703777810411868], [0.7868412407541183, 0.9382074628059075], [0.2283544462719983, 2.151811280781517], [0.01579158767105321, 2.447266273288258], [0.8376295989597091, 0.886346203058572], [0.7407992710812146, 1.0648413499178018], [0.5574331732652563, 1.3399956938751998], [0.18626273104492913, 2.234828693731731], [1.0, 0.7686663713449233], [0.9075689737119573, 0.7955012806317419], [0.3097831937814589, 1.7040743104739393], [0.6438343415876278, 1.1567420193104934], [0.9428681587642509, 0.7809512760662968], [0.27707384840630067, 1.8157683451066828], [0.5664552798857682, 1.2512280477373723], [0.6032611573631614, 1.1813136518054461], [0.89684270155406, 0.8721219036767007]]"
1,15,28,0.647666,0.938472,5.204336,0.044242,0.774227,100.0000,1.247156,"[[0.0, 2.9738217229153325], [0.0014616389773811633, 2.823327854129891], [0.5132879541046691, 1.3641181978063512], [0.03811073330172976, 2.3004118302829237], [0.2283544462719983, 2.151811280781517], [0.01579158767105321, 2.447266273288258], [0.8376295989597091, 0.886346203058572], [0.18626273104492913, 2.234828693731731], [0.9075689737119573, 0.7955012806317419], [0.6438343415876278, 1.1567420193104934], [0.9428681587642509, 0.7809512760662968], [0.27707384840630067, 1.8157683451066828], [0.6032611573631614, 1.1813136518054461], [0.4098325740420343, 1.4741193297440844], [0.9824905941059712, 0.7584206321084557], [0.8822787709536063, 0.7973306849440014], [0.6734758836793094, 1.1414472178767532], [0.9854177191462361, 0.6951929449876705], [0.7820909736759153, 0.9027216693736546], [0.3395098154667415, 1.6731923897376426], [0.29996614799580146, 1.6830025141541893], [0.7160970912686876, 1.1135569079143905], [0.3800992942431235, 1.6727084569728936], [0.720605777450005, 1.0585628823405877], [0.41678848303859956, 1.4075473751209178], [0.26091231934622316, 1.9120095722434722], [0.5552351362351257, 1.2396382651329958], [0.7652096840211858, 1.0556828245401788]]"
1,16,28,0.603272,0.811678,5.304416,0.047635,0.714720,100.0000,1.260685,"[[0.5132879541046691, 1.3641181978063512], [0.03811073330172976, 2.3004118302829237], [0.01579158767105321, 2.447266273288258], [0.9075689737119573, 0.7955012806317419], [0.27707384840630067, 1.8157683451066828], [0.4098325740420343, 1.4741193297440844], [0.8822787709536063, 0.7973306849440014], [0.29996614799580146, 1.6830025141541893], [0.720605777450005, 1.0585628823405877], [0.41678848303859956, 1.4075473751209178], [0.26091231934622316, 1.9120095722434722], [0.5552351362351257, 1.2396382651329958], [0.23723098240324897, 2.0160393108944756], [0.8042652775074198, 0.8586359135684596], [0.9283507918310998, 0.7202222378752074], [0.8503712199435638, 0.842497468589338], [0.98485975350024, 0.6621753186004278], [0.9804447871041472, 0.7021555574388828], [0.7666876391044798, 0.8766389789985091], [0.7569203090159878, 0.9837600559333279], [1.0, 0.6210881268611955], [0.9126242574619639, 0.7902327009106586], [0.0, 2.5835427011226777], [0.07895826701560138, 2.0169670015772736], [0.6415663185961556, 1.102429599823119], [0.5576140220804726, 1.1529059133913195], [0.8753434427098412, 0.8304494518609492], [0.30962515983748196, 1.484698962248704]]"
1,17,25,0.569657,0.787186,5.366846,0.092344,0.856393,100.0000,1.254333,"[[0.5132879541046691, 1.3641181978063512], [0.03811073330172976, 2.3004118302829237], [0.01579158767105321, 2.447266273288258], [0.9075689737119573, 0.7955012806317419], [0.8822787709536063, 0.7973306849440014], [0.41678848303859956, 1.4075473751209178], [0.5552351362351257, 1.2396382651329958], [0.8042652775074198, 0.8586359135684596], [0.8503712199435638, 0.842497468589338], [0.7666876391044798, 0.8766389789985091], [0.9126242574619639, 0.7902327009106586], [0.0, 2.5835427011226777], [0.07895826701560138, 2.0169670015772736], [0.5576140220804726, 1.1529059133913195], [0.8753434427098412, 0.8304494518609492], [0.9447252654613706, 0.610043342325036], [0.8761671093084469, 0.8055640787733258], [0.2664753836076025, 1.4299016331733831], [0.7474783157962592, 0.9401465797310898], [0.6315429121059651, 0.9958409964344169], [0.919386819210936, 0.6534871124884886], [0.2093291884938016, 1.7848376432777358], [0.643288438902212, 0.9595608914143251], [0.48412641870978157, 1.3716748201043156], [0.8475448792923752, 0.8466412724412262]]"
1,18,23,0.542844,0.792633,5.431210,0.055871,0.740258,100.0000,1.213498,"[[0.03811073330172976, 2.3004118302829237], [0.01579158767105321, 2.447266273288258], [0.41678848303859956, 1.4075473751209178], [0.5552351362351257, 1.2396382651329958], [0.7666876391044798, 0.8766389789985091], [0.0, 2.5835427011226777], [0.07895826701560138, 2.0169670015772736], [0.5576140220804726, 1.1529059133913195], [0.9447252654613706, 0.610043342325036], [0.2664753836076025, 1.4299016331733831], [0.6315429121059651, 0.9958409964344169], [0.643288438902212, 0.9595608914143251], [0.44227019848569366, 1.2435742950183362], [0.9707724227220337, 0.6055309181651549], [0.12415664153375214, 1.8624228344465352], [0.7305762288768402, 0.8812568126719528], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.9228095797508208, 0.6184652274739681], [0.8581727014037421, 0.6342460603174793], [0.6503464078571723, 0.9105074253588128], [0.798611134276608, 0.7948949064415292], [0.5760824358094239, 1.0415587951747907]]"
1,19,24,0.498818,0.702920,5.482929,0.075594,0.891637,100.0000,1.224119,"[[0.03811073330172976, 2.3004118302829237], [0.7666876391044798, 0.8766389789985091], [0.07895826701560138, 2.0169670015772736], [0.2664753836076025, 1.4299016331733831], [0.44227019848569366, 1.2435742950183362], [0.12415664153375214, 1.8624228344465352], [0.7305762288768402, 0.8812568126719528], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.8581727014037421, 0.6342460603174793], [0.6503464078571723, 0.9105074253588128], [0.6655819210006236, 0.9104572478106147], [0.0, 2.3949930027934454], [0.9554896522903511, 0.5811939053914963], [0.9360829848131739, 0.5906693083028252], [0.8572581483029628, 0.6722047989668261], [0.7806219368350458, 0.789221937271477], [0.7682745552495711, 0.8430774771480951], [0.912423400968017, 0.6078850170902586], [0.9687610467467032, 0.5786680271504281], [0.5016374320632495, 0.9257275130958283], [1.0, 0.5537320804496081], [0.685485281772517, 0.9086385389203191], [0.41325032698674574, 1.2511193738159607]]"
1,20,29,0.495534,0.668042,5.515602,0.051704,0.869523,100.0000,1.235777,"[[0.03811073330172976, 2.3004118302829237], [0.07895826701560138, 2.0169670015772736], [0.44227019848569366, 1.2435742950183362], [0.12415664153375214, 1.8624228344465352], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.8581727014037421, 0.6342460603174793], [0.6503464078571723, 0.9105074253588128], [0.6655819210006236, 0.9104572478106147], [0.0, 2.3949930027934454], [0.9360829848131739, 0.5906693083028252], [0.8572581483029628, 0.6722047989668261], [0.7806219368350458, 0.789221937271477], [0.7682745552495711, 0.8430774771480951], [0.912423400968017, 0.6078850170902586], [0.5016374320632495, 0.9257275130958283], [0.685485281772517, 0.9086385389203191], [0.41325032698674574, 1.2511193738159607], [0.9956124193375712, 0.5473582873252271], [0.9470644433372292, 0.5700937618722586], [0.9418795572790503, 0.5871228971207978], [0.7293921004070754, 0.8659078556669788], [0.6265134807401264, 0.9134821273216295], [0.8351927329483606, 0.7085985126023201], [0.887398176145757, 0.629723293208297], [0.9886522375283847, 0.5536869533278204], [0.237421337129042, 1.3572074135358105], [0.47772672179288495, 1.1763110856129702], [0.21915295188330292, 1.4572170993871265]]"
1,21,33,0.470948,0.644320,5.544218,0.054569,0.867864,100.0000,1.245584,"[[0.03811073330172976, 2.3004118302829237], [0.07895826701560138, 2.0169670015772736], [0.12415664153375214, 1.8624228344465352], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.8581727014037421, 0.6342460603174793], [0.6503464078571723, 0.9105074253588128], [0.6655819210006236, 0.9104572478106147], [0.0, 2.3949930027934454], [0.9360829848131739, 0.5906693083028252], [0.7806219368350458, 0.789221937271477], [0.912423400968017, 0.6078850170902586], [0.5016374320632495, 0.9257275130958283], [0.9956124193375712, 0.5473582873252271], [0.9470644433372292, 0.5700937618722586], [0.9418795572790503, 0.5871228971207978], [0.6265134807401264, 0.9134821273216295], [0.887398176145757, 0.629723293208297], [0.9886522375283847, 0.5536869533278204], [0.237421337129042, 1.3572074135358105], [0.47772672179288495, 1.1763110856129702], [0.21915295188330292, 1.4572170993871265], [0.8345289129654616, 0.6502622415780166], [1.0, 0.47200928732808933], [0.7820024945306785, 0.7573968848302371], [0.8193481699199769, 0.7519704537777796], [0.9078672843357942, 0.6136781592731929], [0.679907895205178, 0.8968562643798292], [0.6942233152061719, 0.813316795994037], [0.833320783982612, 0.7263335919454524], [0.3684985336807783, 1.2400683390037048], [0.4852312947207795, 1.1308836701846687], [0.9297496653049205, 0.597515076070969]]"
1,22,24,0.424396,0.663933,5.603369,0.078537,0.836947,100.0000,1.219515,"[[0.03811073330172976, 2.3004118302829237], [0.07895826701560138, 2.0169670015772736], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.8581727014037421, 0.6342460603174793], [0.0, 2.3949930027934454], [0.9360829848131739, 0.5906693083028252], [0.912423400968017, 0.6078850170902586], [0.237421337129042, 1.3572074135358105], [0.21915295188330292, 1.4572170993871265], [0.9078672843357942, 0.6136781592731929], [0.6942233152061719, 0.813316795994037], [0.3684985336807783, 1.2400683390037048], [0.8341438834838767, 0.6390374302272737], [0.9862553463889575, 0.45029118192894696], [0.7510235524932946, 0.6792022728798875], [0.8855099109537146, 0.6148045609977897], [0.9373916090852197, 0.5261764218789162], [0.9136303500722833, 0.5940354471027309], [0.11658059036168877, 1.8605759240573447], [0.6279193634465009, 0.8454443708356647], [1.0, 0.4393473397604323], [0.3920783447323165, 0.912213569443661], [0.9744777926915198, 0.5210614898031835]]"
1,23,29,0.409383,0.660642,5.635471,0.051278,0.800499,100.0000,1.182686,"[[0.03811073330172976, 2.3004118302829237], [0.07895826701560138, 2.0169670015772736], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.0, 2.3949930027934454], [0.237421337129042, 1.3572074135358105], [0.21915295188330292, 1.4572170993871265], [0.6942233152061719, 0.813316795994037], [0.9862553463889575, 0.45029118192894696], [0.7510235524932946, 0.6792022728798875], [0.11658059036168877, 1.8605759240573447], [0.6279193634465009, 0.8454443708356647], [0.3920783447323165, 0.912213569443661], [0.15763016939655458, 1.8202457850611011], [0.06704257366004834, 2.13172691961296], [0.8215172434380569, 0.6423344661276537], [0.9750536444008018, 0.4557738433653292], [1.0, 0.400847233658227], [0.794675452075987, 0.6654905054130853], [0.8307326505898245, 0.6048958920751587], [0.9123572980475443, 0.5314518029898307], [0.7010026127066188, 0.7531611249986948], [0.999285930508841, 0.4146329008765626], [0.9913634055423183, 0.4205308623294446], [0.5214668971808403, 0.8487874871859612], [0.8896716681646628, 0.5656332859593106], [0.9221357106807445, 0.5022776934694227], [0.364476042214917, 1.0629596570407513], [0.9434045013471436, 0.4976223864662922]]"
1,24,31,0.386093,0.638753,5.673673,0.049575,0.760149,100.0000,1.221876,"[[0.03811073330172976, 2.3004118302829237], [0.07895826701560138, 2.0169670015772736], [0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.0, 2.3949930027934454], [0.237421337129042, 1.3572074135358105], [0.21915295188330292, 1.4572170993871265], [0.6942233152061719, 0.813316795994037], [0.11658059036168877, 1.8605759240573447], [0.6279193634465009, 0.8454443708356647], [0.3920783447323165, 0.912213569443661], [0.15763016939655458, 1.8202457850611011], [0.06704257366004834, 2.13172691961296], [0.9123572980475443, 0.5314518029898307], [0.7010026127066188, 0.7531611249986948], [0.5214668971808403, 0.8487874871859612], [0.9221357106807445, 0.5022776934694227], [0.364476042214917, 1.0629596570407513], [0.9434045013471436, 0.4976223864662922], [0.7585983955132526, 0.5781455394499595], [1.0, 0.3918866834947743], [0.9979470595952004, 0.3977332052526075], [0.9789674166577848, 0.4081968916307724], [0.9485123300361284, 0.44791001915621553], [0.9655966963048295, 0.4087689244905047], [0.8675273280458311, 0.5641041724127795], [0.9193075489660497, 0.5152239806418447], [0.2672217087991825, 1.2911110569715512], [0.28785907048127884, 1.0997907780584135], [0.8996282370302341, 0.5618300703158962], [0.7087809695062888, 0.6527718704918032]]"
1,25,23,0.371205,0.521812,5.744601,0.061076,0.771202,100.0000,1.242981,"[[0.146238879549907, 1.8364387107287836], [0.1930190180155128, 1.7270731754721058], [0.6942233152061719, 0.813316795994037], [0.11658059036168877, 1.8605759240573447], [0.6279193634465009, 0.8454443708356647], [0.3920783447323165, 0.912213569443661], [0.15763016939655458, 1.8202457850611011], [0.7010026127066188, 0.7531611249986948], [0.5214668971808403, 0.8487874871859612], [0.364476042214917, 1.0629596570407513], [0.9789674166577848, 0.4081968916307724], [0.9655966963048295, 0.4087689244905047], [0.28785907048127884, 1.0997907780584135], [0.7087809695062888, 0.6527718704918032], [0.0, 1.9137511405285474], [0.7495573954168144, 0.5376810071489825], [0.9639650545684479, 0.4232586572334171], [0.9966750961519619, 0.38558032248255264], [0.9094900741491425, 0.4466071601669777], [0.8439540188678363, 0.4863751596583458], [0.19868180171498043, 1.2352727757510118], [1.0, 0.37353489100903525], [0.9493037277096384, 0.42641577639944794]]"
1,26,24,0.356746,0.414287,5.802155,0.076563,0.848578,100.0000,1.226247,"[[0.3920783447323165, 0.912213569443661], [0.5214668971808403, 0.8487874871859612], [0.364476042214917, 1.0629596570407513], [0.9655966963048295, 0.4087689244905047], [0.28785907048127884, 1.0997907780584135], [0.7087809695062888, 0.6527718704918032], [0.7495573954168144, 0.5376810071489825], [0.9094900741491425, 0.4466071601669777], [0.9493037277096384, 0.42641577639944794], [0.045936503613661195, 1.6826788462285838], [0.6212492349075068, 0.8265311554689964], [0.749921405967623, 0.5323216316269569], [0.9824172841803854, 0.35246945629163384], [0.636626556244668, 0.7095614341162771], [0.8036962066575761, 0.5217777325680437], [0.9758162086803391, 0.3757327371552957], [0.959539399944522, 0.4198250318034785], [0.9330270434188915, 0.4391667040835236], [0.0, 1.879850570317045], [0.7401172709223267, 0.6094762413200931], [0.18806713083838994, 1.215644124985542], [0.8062932487544302, 0.4852976692634954], [1.0, 0.3294842444597892], [0.9462744843968283, 0.4304774031931975]]"
1,27,23,0.319365,0.394341,5.843127,0.069735,0.784027,100.0000,1.209475,"[[0.3920783447323165, 0.912213569443661], [0.5214668971808403, 0.8487874871859612], [0.364476042214917, 1.0629596570407513], [0.9655966963048295, 0.4087689244905047], [0.28785907048127884, 1.0997907780584135], [0.9094900741491425, 0.4466071601669777], [0.045936503613661195, 1.6826788462285838], [0.9824172841803854, 0.35246945629163384], [0.8036962066575761, 0.5217777325680437], [0.9758162086803391, 0.3757327371552957], [0.0, 1.879850570317045], [0.18806713083838994, 1.215644124985542], [0.8062932487544302, 0.4852976692634954], [0.2844190954842994, 1.1079462452185473], [0.9910012508968375, 0.3098763035407925], [0.5660607077215286, 0.7016797889319564], [0.6055969135290951, 0.6257417200941875], [0.9281762697715106, 0.4106488427436048], [0.18714960547816262, 1.2752661877280214], [1.0, 0.24719204868593556], [0.8539685055216861, 0.47681395170620916], [0.8933582597489861, 0.4700134094755286], [0.6971838597176304, 0.5295421247618464]]"
1,28,18,0.292588,0.336958,5.935268,0.083893,0.627283,100.0000,1.235752,"[[0.3920783447323165, 0.912213569443661], [0.364476042214917, 1.0629596570407513], [0.28785907048127884, 1.0997907780584135], [0.18806713083838994, 1.215644124985542], [0.2844190954842994, 1.1079462452185473], [0.5660607077215286, 0.7016797889319564], [0.6055969135290951, 0.6257417200941875], [0.18714960547816262, 1.2752661877280214], [0.6971838597176304, 0.5295421247618464], [0.06602527208969788, 1.3398711313417182], [0.9796541804843161, 0.24635536770629282], [0.9116825877671406, 0.34870161905730424], [0.9091268115682163, 0.3962075641580567], [0.4389072315158604, 0.7697552432693638], [0.0, 1.6320719289726031], [0.9294169180913212, 0.27819447643341527], [0.525234045009604, 0.7113099119440208], [0.7867038207718607, 0.4039088893293626]]"
1,29,25,0.281319,0.319647,5.961264,0.061784,0.713465,100.0000,1.248928,"[[0.3920783447323165, 0.912213569443661], [0.364476042214917, 1.0629596570407513], [0.28785907048127884, 1.0997907780584135], [0.18806713083838994, 1.215644124985542], [0.2844190954842994, 1.1079462452185473], [0.5660607077215286, 0.7016797889319564], [0.6055969135290951, 0.6257417200941875], [0.18714960547816262, 1.2752661877280214], [0.06602527208969788, 1.3398711313417182], [0.4389072315158604, 0.7697552432693638], [0.9294169180913212, 0.27819447643341527], [0.525234045009604, 0.7113099119440208], [0.7867038207718607, 0.4039088893293626], [0.6165208596460034, 0.6105709885159875], [0.0, 1.611171590093443], [0.9757791692835726, 0.23390075571585994], [0.8728180806492138, 0.2871419039990568], [0.7354833571335764, 0.46765253546757724], [0.6916444772563823, 0.4849771074350935], [0.9359646688806951, 0.2465390328073807], [0.6157978422153355, 0.6257067938045625], [0.7782410211075248, 0.4152802741695695], [0.04372012138571946, 1.3689299499386909], [0.6825773323945458, 0.5567208380464372], [0.8028961767877726, 0.37453007166913505]]"
